,satisfaction_level,average_montly_hours,promotion_last_5years,Salary_high,Salary_low,Salary_medium,Predicted Left company
8581,0.71,139,0,0,1,0,0
10924,0.92,252,0,0,1,0,0
8849,0.97,221,0,0,0,1,0
757,0.38,151,0,0,1,0,0
3213,0.98,232,0,0,1,0,0
6032,0.65,168,0,0,1,0,0
4434,0.66,152,0,1,0,0,0
12764,0.83,223,0,0,0,1,0
3693,0.59,141,0,0,0,1,0
3269,0.66,185,0,0,0,1,0
4405,0.97,235,0,0,1,0,0
11434,0.78,202,0,0,0,1,0
10573,0.2,236,0,0,1,0,1
6923,0.67,251,0,1,0,0,0
3440,0.96,140,0,0,1,0,0
12018,0.45,160,1,0,1,0,0
12536,0.11,305,0,0,0,1,1
9953,0.75,177,0,0,1,0,0
11279,0.22,222,0,0,1,0,1
4586,0.77,184,0,0,0,1,0
1783,0.43,136,0,0,0,1,0
1043,0.77,249,0,0,0,1,0
14343,0.9,221,0,0,1,0,0
8253,0.52,159,0,0,1,0,0
2560,0.68,185,0,0,0,1,0
13247,0.3,189,0,0,1,0,1
9750,0.75,198,0,0,1,0,0
12788,0.16,197,0,0,1,0,1
1129,0.11,290,0,0,0,1,1
12966,0.29,183,0,0,1,0,1
7884,0.63,189,0,1,0,0,0
6464,0.67,239,0,0,1,0,0
6682,0.18,249,0,0,1,0,1
8341,0.83,206,0,0,0,1,0
3563,0.85,251,0,0,1,0,0
3959,0.81,170,0,0,0,1,0
4349,0.52,238,0,0,0,1,0
6496,0.86,156,0,0,1,0,0
14003,0.56,265,0,0,0,1,0
10818,0.63,151,0,0,0,1,0
2669,0.33,271,0,0,1,0,1
12547,0.37,141,0,0,1,0,0
1238,0.66,269,0,0,0,1,0
2605,0.63,137,0,0,0,1,0
1919,0.72,258,0,0,1,0,0
12504,0.78,217,0,0,0,1,0
13524,0.5,214,0,0,1,0,0
10656,0.62,221,0,0,1,0,0
8039,0.56,143,0,0,0,1,0
11951,0.71,222,0,0,0,1,0
12004,0.37,159,0,0,1,0,0
1850,0.42,135,0,0,1,0,0
11700,0.7,159,0,1,0,0,0
12053,0.39,132,0,0,1,0,0
673,0.37,149,0,0,1,0,0
8565,0.96,273,0,0,1,0,0
3600,0.68,106,0,0,1,0,0
8421,0.61,123,0,0,0,1,0
605,0.86,252,0,0,1,0,0
6043,0.58,213,0,0,0,1,0
3509,0.82,203,0,0,0,1,0
424,0.45,130,0,0,1,0,0
1610,0.89,264,0,0,1,0,0
10436,0.99,211,0,0,0,1,0
14939,0.85,273,0,0,0,1,0
6258,0.5,208,0,0,0,1,0
4715,0.63,160,0,0,1,0,0
811,0.09,288,0,0,0,1,1
12944,0.61,224,0,0,1,0,0
1210,0.11,268,0,0,1,0,1
3051,0.84,125,0,0,1,0,0
3183,0.9,241,0,0,0,1,0
6118,0.15,194,0,0,1,0,1
2321,1.0,202,0,0,1,0,0
14989,0.43,159,0,0,1,0,0
11788,0.82,227,0,1,0,0,0
6324,0.48,230,0,0,0,1,0
10155,0.72,189,0,0,0,1,0
3742,0.69,253,0,0,0,1,0
14575,0.4,141,0,0,1,0,0
5804,0.84,243,0,0,1,0,0
1433,0.41,136,0,0,0,1,0
13901,0.83,220,0,0,1,0,0
13373,0.78,137,0,0,0,1,0
9312,0.59,266,0,0,0,1,0
5569,0.88,248,0,0,1,0,0
12282,0.83,267,0,0,1,0,0
4831,0.98,188,0,0,1,0,0
1601,0.68,198,0,0,1,0,0
999,0.37,131,0,0,0,1,0
14488,0.74,229,0,0,1,0,0
6549,0.92,247,0,0,1,0,0
12473,0.42,149,0,0,1,0,0
2530,0.49,275,0,0,1,0,0
3849,0.65,261,0,0,0,1,0
7283,0.75,169,0,0,1,0,0
3945,0.97,247,0,0,1,0,0
10121,0.62,255,0,0,0,1,0
12023,0.46,139,0,0,1,0,0
14876,0.1,306,0,0,1,0,1
11233,0.7,142,0,0,1,0,0
6161,0.69,156,0,0,1,0,0
5233,0.48,163,0,0,1,0,0
5733,0.59,184,0,0,1,0,0
1838,0.1,299,0,0,1,0,1
652,0.09,290,0,0,0,1,1
7449,0.79,208,0,0,0,1,0
6120,0.14,122,0,1,0,0,0
13193,0.88,265,0,0,0,1,0
2799,0.89,133,0,0,0,1,0
9867,0.54,211,0,0,0,1,0
11879,0.78,256,0,0,0,1,0
2081,0.93,198,0,0,1,0,0
14340,0.37,151,0,0,1,0,0
14294,0.84,249,0,0,1,0,0
3839,0.78,190,0,0,1,0,0
11777,0.34,118,0,0,1,0,0
1762,0.41,205,0,0,1,0,0
7254,0.73,241,0,0,0,1,0
12544,0.43,135,0,0,0,1,0
5699,0.92,253,0,0,1,0,0
4718,0.92,249,0,0,1,0,0
11234,0.99,167,0,0,1,0,0
3665,0.91,147,0,1,0,0,0
12937,0.13,189,0,0,1,0,1
6179,0.63,141,0,0,0,1,0
8942,0.92,212,0,0,1,0,0
10561,0.74,190,0,0,1,0,0
5675,0.95,212,0,0,0,1,0
7660,0.99,218,0,0,1,0,0
11518,0.63,233,0,0,0,1,0
6140,0.98,184,0,0,0,1,0
310,0.1,305,0,0,0,1,1
12965,0.7,182,0,0,0,1,0
13175,0.52,176,0,0,1,0,0
4818,0.5,184,0,0,0,1,0
13755,0.87,198,0,0,0,1,0
3113,0.98,286,0,0,0,1,0
11910,0.37,211,0,1,0,0,0
8339,0.94,197,0,0,0,1,0
3579,0.71,278,0,1,0,0,0
4877,0.65,153,0,0,1,0,0
6001,0.64,247,0,0,1,0,0
1439,0.76,253,0,0,0,1,0
55,0.37,140,0,0,1,0,0
3116,0.56,214,0,0,0,1,0
320,0.41,153,0,0,1,0,0
12877,0.88,253,0,0,0,1,0
9514,0.9,220,0,0,1,0,0
5568,0.71,157,0,0,1,0,0
717,0.11,243,0,0,1,0,1
8623,0.58,194,0,0,0,1,0
12084,0.11,291,0,0,1,0,1
4381,0.6,170,0,0,1,0,0
6445,0.5,137,0,0,0,1,0
1649,0.38,138,0,0,1,0,0
3114,0.3,137,0,1,0,0,0
12089,0.1,291,0,0,1,0,1
10991,0.73,121,0,0,1,0,0
14905,0.11,247,0,0,0,1,1
6953,0.54,145,0,1,0,0,0
315,0.73,245,0,0,1,0,0
11498,0.56,264,0,0,1,0,0
4944,0.91,273,0,0,1,0,0
9758,0.85,250,0,0,0,1,0
13375,0.91,132,0,0,0,1,0
8695,0.85,176,0,0,1,0,0
3182,0.84,178,0,0,0,1,0
2534,0.62,149,0,0,0,1,0
7691,0.67,152,0,0,0,1,0
6871,0.51,254,0,0,0,1,0
201,0.39,135,0,0,1,0,0
11177,0.85,260,0,0,0,1,0
11357,0.8,272,0,0,1,0,0
11701,0.53,163,0,0,1,0,0
6130,0.5,162,0,0,0,1,0
8500,1.0,132,0,0,0,1,0
8287,0.85,158,0,0,0,1,0
8222,0.52,192,0,0,0,1,0
2275,0.94,171,0,0,1,0,0
12260,0.46,154,0,0,0,1,0
13118,0.18,282,0,0,0,1,1
11930,0.97,137,0,0,1,0,0
8868,0.98,243,0,0,1,0,0
12114,0.84,234,0,0,0,1,0
10520,0.58,181,0,0,0,1,0
5666,0.96,268,0,0,0,1,0
8950,0.53,159,0,0,1,0,0
1613,0.42,147,0,0,1,0,0
609,0.1,279,0,0,0,1,1
14752,0.81,254,0,0,1,0,0
1782,0.73,268,0,0,0,1,0
203,0.1,256,0,0,1,0,1
14933,0.1,264,0,0,0,1,1
3712,0.94,155,0,0,0,1,0
9207,0.77,141,0,0,1,0,0
7811,0.94,160,0,0,1,0,0
7590,0.68,167,0,0,1,0,0
7407,0.91,177,0,0,0,1,0
10625,0.54,166,0,0,0,1,0
2292,0.99,139,0,0,0,1,0
9838,1.0,188,0,0,1,0,0
10658,0.63,275,0,0,1,0,0
4123,0.65,137,0,1,0,0,0
3028,0.8,164,0,0,0,1,0
8503,0.76,265,0,0,1,0,0
2296,0.52,163,0,0,1,0,0
9908,0.79,190,0,0,1,0,0
4624,0.54,264,0,0,0,1,0
6613,0.86,197,0,0,0,1,0
3335,0.74,135,0,0,1,0,0
7270,0.98,219,0,0,1,0,0
1408,0.39,136,0,0,1,0,0
12683,0.86,158,0,0,1,0,0
6653,0.94,230,0,0,1,0,0
2303,0.58,223,0,0,1,0,0
4322,0.95,263,0,0,0,1,0
7233,0.71,221,0,0,1,0,0
2986,0.51,154,0,0,0,1,0
4858,0.63,157,0,0,0,1,0
3811,0.95,164,0,0,0,1,0
4315,0.59,146,0,0,0,1,0
13338,0.71,148,0,0,0,1,0
7051,0.54,181,0,0,1,0,0
79,0.39,142,0,0,1,0,0
7714,0.85,219,0,0,0,1,0
7274,0.83,266,0,0,1,0,0
2024,0.24,179,0,0,0,1,0
13284,0.49,181,0,0,0,1,0
6817,0.26,187,0,0,1,0,1
4672,0.58,259,0,0,0,1,0
8150,0.75,170,0,0,0,1,0
873,0.78,220,0,0,1,0,0
13808,0.99,151,0,0,0,1,0
6305,0.88,233,0,0,1,0,0
10546,0.13,283,0,0,0,1,1
11351,0.64,258,0,1,0,0,0
11115,0.13,162,0,0,1,0,1
4303,0.5,165,0,0,1,0,0
4842,0.15,220,0,0,1,0,1
697,0.11,306,0,0,1,0,1
4822,0.66,266,0,0,1,0,0
7347,0.3,141,0,0,1,0,1
12686,0.1,255,0,0,0,1,1
8892,0.18,165,0,0,0,1,1
4045,0.91,213,0,0,1,0,0
7226,0.51,260,0,0,0,1,0
13453,0.6,191,0,1,0,0,0
9677,0.88,248,0,0,0,1,0
11561,0.73,245,0,0,0,1,0
14525,0.1,268,0,0,1,0,1
5540,0.44,226,0,0,1,0,0
2840,0.42,227,0,0,0,1,0
9909,0.87,219,0,0,1,0,0
7803,0.42,115,0,1,0,0,0
1287,0.09,258,0,0,1,0,1
11925,0.42,126,0,0,1,0,0
12731,0.79,232,0,0,0,1,0
4465,0.9,254,0,0,0,1,0
10731,0.89,176,0,1,0,0,0
2227,0.61,174,0,0,1,0,0
3773,0.73,249,0,0,0,1,0
11571,0.79,149,0,0,1,0,0
9421,0.69,249,0,0,0,1,0
1413,0.83,254,0,0,1,0,0
10514,0.25,160,0,0,0,1,0
2514,0.7,155,0,0,1,0,0
5742,0.64,222,0,0,0,1,0
14848,0.43,147,0,0,1,0,0
7225,0.94,246,0,0,1,0,0
10169,0.15,214,0,1,0,0,0
6486,0.51,136,0,1,0,0,0
12837,0.16,206,0,0,0,1,1
483,0.42,143,0,0,1,0,0
8632,0.96,166,0,0,1,0,0
9048,0.48,190,0,0,0,1,0
2661,0.96,272,0,0,1,0,0
12526,0.41,144,0,0,1,0,0
736,0.81,229,0,0,1,0,0
1263,0.36,143,0,0,1,0,0
6388,0.77,192,0,0,1,0,0
14250,0.41,152,0,0,1,0,0
6914,0.69,237,0,1,0,0,0
848,0.1,301,0,0,0,1,1
5161,0.85,142,0,0,0,1,0
5881,0.81,257,0,0,1,0,0
7139,0.98,238,0,0,0,1,0
6353,0.88,139,0,0,1,0,0
11949,0.71,268,0,1,0,0,0
10031,0.82,160,0,0,1,0,0
4536,0.21,266,1,0,0,1,0
8944,0.55,214,0,0,1,0,0
919,0.82,264,0,0,0,1,0
4646,0.8,141,0,0,0,1,0
6526,0.86,164,0,0,1,0,0
4474,0.98,260,0,0,0,1,0
10549,0.66,263,0,0,0,1,0
14510,0.74,249,0,0,0,1,0
8020,0.75,179,0,0,1,0,0
1,0.8,262,0,0,0,1,0
1339,0.89,221,0,0,1,0,0
10489,0.55,260,0,0,1,0,0
6592,0.82,225,0,1,0,0,0
6621,0.92,270,0,0,1,0,0
5770,0.73,258,0,0,1,0,0
14512,0.12,278,0,0,0,1,1
3739,0.51,147,0,0,0,1,0
12763,0.39,159,0,0,0,1,0
9892,0.5,148,0,0,0,1,0
12510,0.44,146,0,0,1,0,0
13229,0.32,214,0,0,0,1,0
11601,0.53,191,0,1,0,0,0
11299,0.77,246,0,0,1,0,0
2701,0.59,106,0,0,1,0,0
9552,0.69,141,0,0,0,1,0
11309,0.55,158,0,0,1,0,0
2782,0.72,186,0,0,1,0,0
1215,0.74,238,0,0,1,0,0
11872,0.97,253,0,0,0,1,0
1190,0.11,264,0,0,1,0,1
8544,0.69,202,0,0,0,1,0
14163,0.52,239,0,0,0,1,0
14307,0.1,265,0,0,1,0,1
8235,0.56,141,0,0,1,0,0
5921,0.78,273,0,0,1,0,0
4171,0.72,134,0,0,1,0,0
12036,0.38,137,0,0,1,0,0
6753,0.9,186,0,0,0,1,0
1655,0.09,256,0,0,1,0,1
3473,0.13,175,0,0,1,0,1
9403,0.61,245,0,0,0,1,0
3625,0.59,245,0,0,1,0,0
4737,0.55,152,1,0,0,1,0
9021,0.45,179,0,0,1,0,0
12091,0.89,246,0,0,1,0,0
3179,0.59,142,0,0,0,1,0
8966,0.51,194,0,0,0,1,0
2228,0.89,175,0,0,1,0,0
13112,0.66,234,0,0,0,1,0
14494,0.1,289,0,0,1,0,1
234,0.48,270,0,0,1,0,0
1405,0.39,130,0,0,1,0,0
1048,0.44,132,0,0,1,0,0
10809,0.51,98,0,0,1,0,0
8368,0.85,272,0,0,0,1,0
2043,0.33,260,0,0,1,0,1
6145,0.86,254,0,0,0,1,0
156,0.83,240,0,0,1,0,0
4841,0.68,133,0,0,1,0,0
11104,0.85,232,0,1,0,0,0
536,0.11,305,0,0,0,1,1
7608,0.3,203,0,0,0,1,0
4920,0.96,170,0,0,1,0,0
12094,0.09,255,0,0,1,0,1
6982,0.74,113,0,0,0,1,0
8024,0.52,137,0,0,1,0,0
9199,0.72,132,0,0,1,0,0
13800,0.78,135,0,0,0,1,0
11147,0.57,250,0,0,1,0,0
8443,0.58,258,0,0,1,0,0
8227,0.68,209,0,0,0,1,0
10463,0.21,249,0,0,1,0,1
6734,0.53,231,0,0,1,0,0
879,0.82,263,0,0,0,1,0
13293,0.74,156,0,0,0,1,0
10977,0.16,171,0,0,0,1,1
586,0.46,152,0,0,1,0,0
12116,0.86,263,0,0,0,1,0
10335,0.14,238,0,0,1,0,1
5731,0.59,166,0,0,1,0,0
13774,0.65,147,0,0,1,0,0
14889,0.36,130,0,0,1,0,0
11135,0.56,192,0,0,0,1,0
12681,0.4,128,0,0,1,0,0
634,0.82,225,0,0,1,0,0
1332,0.1,248,0,0,1,0,1
3068,0.7,244,0,0,0,1,0
13136,0.99,163,0,0,1,0,0
10979,0.97,258,0,0,0,1,0
9481,0.32,183,0,0,1,0,1
2715,0.93,158,0,0,0,1,0
13286,0.82,239,0,0,0,1,0
5968,0.99,163,0,0,0,1,0
13779,0.57,212,0,0,1,0,0
4365,0.6,270,0,0,1,0,0
6781,0.8,168,0,0,1,0,0
2597,0.56,172,0,0,0,1,0
14708,0.59,263,0,0,0,1,0
14916,0.76,262,0,0,1,0,0
12020,0.11,282,0,0,1,0,1
481,0.1,274,0,0,1,0,1
11743,0.79,238,0,0,1,0,0
7548,0.96,209,0,1,0,0,0
7761,0.49,206,0,0,0,1,0
6014,0.91,169,0,0,0,1,0
3134,0.93,147,0,0,1,0,0
4295,0.51,251,0,0,1,0,0
5140,0.41,155,0,0,0,1,0
5118,0.92,228,1,0,0,1,0
3218,0.58,173,0,0,1,0,0
10513,0.66,268,0,0,0,1,0
4528,0.8,205,0,0,1,0,0
10984,0.99,163,0,0,0,1,0
11826,0.81,250,1,0,0,1,0
12141,0.45,155,0,0,1,0,0
13977,0.76,192,0,0,1,0,0
6245,0.93,153,0,0,0,1,0
11266,0.57,235,0,0,1,0,0
6361,0.66,214,0,0,0,1,0
1391,0.72,169,0,0,0,1,0
5078,0.71,150,0,0,1,0,0
9121,0.23,151,0,0,1,0,1
643,0.37,148,0,0,1,0,0
13274,0.8,203,0,0,0,1,0
12005,0.41,153,0,0,1,0,0
12633,0.38,154,0,0,1,0,0
9425,0.57,100,0,0,1,0,0
13308,0.57,188,0,0,0,1,0
8603,0.53,192,0,0,1,0,0
11634,0.77,201,0,1,0,0,0
11659,0.15,280,0,1,0,0,0
5783,0.98,150,0,0,0,1,0
5787,0.16,140,0,0,0,1,1
14711,0.91,265,0,0,0,1,0
421,0.1,287,0,0,0,1,1
6451,0.72,213,0,1,0,0,0
7361,0.97,257,0,0,0,1,0
13461,0.5,265,0,0,0,1,0
7330,0.4,252,0,0,0,1,0
11370,0.21,175,0,1,0,0,0
8803,0.6,219,0,0,0,1,0
14054,0.62,266,0,1,0,0,0
11504,0.7,150,0,0,1,0,0
5992,0.91,139,0,1,0,0,0
3633,0.88,147,0,0,0,1,0
8748,0.21,169,0,0,0,1,0
11623,0.66,192,0,0,0,1,0
11668,0.62,144,0,1,0,0,0
11937,0.82,229,1,1,0,0,0
3047,0.48,235,0,0,1,0,0
9764,0.66,242,0,0,0,1,0
10790,0.38,171,0,0,0,1,0
11944,0.99,264,0,0,0,1,0
4952,0.55,191,0,0,1,0,0
10612,0.6,242,0,0,0,1,0
2638,0.69,229,0,0,0,1,0
1981,0.76,220,0,0,0,1,0
12098,0.11,284,0,0,1,0,1
13307,0.29,191,0,0,0,1,0
7785,0.65,237,0,0,1,0,0
4040,0.34,184,0,0,0,1,0
13248,0.72,237,0,0,1,0,0
14112,0.24,199,0,0,0,1,0
10705,1.0,245,0,0,0,1,0
7010,0.91,214,0,0,1,0,0
1053,0.09,244,0,0,1,0,1
11557,0.97,154,0,0,0,1,0
9970,0.89,195,0,0,0,1,0
13352,0.87,197,0,1,0,0,0
10380,0.91,135,0,0,1,0,0
5634,0.23,214,0,1,0,0,0
12765,0.09,214,0,0,0,1,1
3238,0.94,236,0,1,0,0,0
11890,0.39,185,1,1,0,0,0
208,0.44,128,0,0,1,0,0
13433,0.97,177,0,0,1,0,0
8853,0.79,216,0,0,0,1,0
2400,0.97,258,0,0,0,1,0
3735,0.7,261,0,1,0,0,0
13334,0.99,167,0,0,1,0,0
3380,0.63,238,0,0,0,1,0
11394,0.14,271,0,1,0,0,0
7701,0.8,209,0,0,1,0,0
11677,0.64,147,0,1,0,0,0
8259,0.94,218,0,0,0,1,0
14169,0.16,266,0,0,1,0,1
8251,0.53,135,0,0,1,0,0
5948,0.74,142,0,0,0,1,0
3804,0.74,172,0,1,0,0,0
3788,0.76,216,0,0,1,0,0
4710,0.77,160,0,0,1,0,0
3994,0.63,160,0,0,0,1,0
6976,0.64,192,0,0,0,1,0
1139,0.42,132,0,0,1,0,0
9951,0.94,137,0,0,1,0,0
2312,0.51,267,0,0,1,0,0
14342,0.38,140,0,0,1,0,0
11120,0.68,218,0,0,1,0,0
8663,0.44,152,0,0,1,0,0
1616,0.37,156,0,0,1,0,0
2832,0.54,176,0,0,0,1,0
8026,0.92,213,0,0,0,1,0
5204,0.51,182,0,0,0,1,0
9879,0.89,122,0,0,1,0,0
7922,0.48,185,0,0,0,1,0
8224,0.4,232,0,0,0,1,0
7103,0.56,200,0,0,0,1,0
13902,0.22,180,0,0,1,0,1
9770,0.79,158,0,0,0,1,0
9885,0.65,199,0,0,0,1,0
12700,0.46,143,0,0,0,1,0
12645,0.4,141,0,0,0,1,0
1461,0.42,142,0,0,1,0,0
13241,0.73,260,0,0,1,0,0
1451,0.78,260,0,0,1,0,0
10244,0.97,147,0,0,0,1,0
11102,0.96,244,0,1,0,0,0
14378,0.31,132,0,0,1,0,0
8413,0.84,225,0,1,0,0,0
1293,0.72,240,0,0,1,0,0
1608,0.11,278,0,0,1,0,1
6822,0.6,182,0,0,0,1,0
7521,0.81,193,0,0,0,1,0
14316,0.24,224,0,0,0,1,0
13214,0.83,217,0,0,1,0,0
911,0.43,140,0,0,1,0,0
11915,0.94,157,0,0,0,1,0
1635,0.43,137,0,0,0,1,0
2450,0.72,147,0,0,0,1,0
11849,0.2,225,0,0,1,0,1
1621,0.91,241,0,0,0,1,0
6765,0.96,152,0,0,1,0,0
8115,0.37,188,0,1,0,0,0
3153,0.21,163,0,1,0,0,0
11139,0.74,192,0,1,0,0,0
5967,0.18,177,0,0,0,1,1
10800,0.48,211,0,0,1,0,0
13353,0.13,264,0,1,0,0,0
8709,0.68,173,0,0,1,0,0
4017,0.69,186,0,0,1,0,0
10408,1.0,252,0,0,1,0,0
10694,0.97,262,0,0,0,1,0
12693,0.1,278,0,0,0,1,1
8356,0.95,283,0,0,1,0,0
7721,0.59,149,0,0,0,1,0
8814,0.2,105,0,1,0,0,0
10700,0.52,171,0,0,0,1,0
451,0.85,248,0,0,0,1,0
11512,0.59,203,0,0,0,1,0
361,0.76,263,0,0,1,0,0
14576,0.91,235,0,0,1,0,0
3332,0.72,238,0,0,1,0,0
9836,0.91,193,0,0,1,0,0
214,0.4,151,0,0,1,0,0
11958,0.16,266,0,0,1,0,1
367,0.4,131,0,0,1,0,0
7482,0.61,134,0,0,0,1,0
3105,0.24,147,0,0,0,1,0
2919,0.5,186,0,1,0,0,0
10475,0.91,208,0,0,0,1,0
14153,0.88,273,0,0,0,1,0
12936,0.52,225,0,0,1,0,0
7737,0.26,180,0,0,1,0,1
11254,0.24,144,0,0,1,0,1
13412,0.53,143,0,0,1,0,0
11488,0.7,215,0,0,0,1,0
10493,0.66,176,0,0,1,0,0
2282,0.94,160,0,0,1,0,0
2581,0.63,152,0,0,1,0,0
189,0.44,156,0,1,0,0,0
398,0.87,265,0,0,1,0,0
6571,0.5,207,0,0,1,0,0
5909,0.28,206,0,0,0,1,0
11710,0.76,235,0,1,0,0,0
14716,0.11,289,0,0,0,1,1
11027,0.57,214,0,0,1,0,0
6217,0.8,206,0,0,1,0,0
2933,0.56,174,0,0,1,0,0
13289,0.69,164,0,0,0,1,0
13759,0.65,184,0,0,0,1,0
6761,0.56,270,0,0,0,1,0
12586,0.46,152,0,0,1,0,0
10281,0.4,169,0,0,0,1,0
6552,0.88,182,0,0,0,1,0
1598,0.83,273,0,0,0,1,0
12794,0.91,189,0,0,0,1,0
4318,0.84,237,0,0,1,0,0
1936,0.11,310,0,0,0,1,1
8560,0.64,156,0,0,1,0,0
4228,0.53,150,0,1,0,0,0
12767,0.44,127,0,0,0,1,0
1109,0.73,249,0,0,1,0,0
13987,0.76,179,0,0,1,0,0
3467,0.98,203,0,0,0,1,0
8377,0.23,121,0,0,0,1,0
1110,0.09,267,0,0,1,0,1
4748,0.92,236,0,0,0,1,0
13239,0.86,171,0,0,1,0,0
9013,0.35,275,0,0,1,0,1
10140,0.8,189,0,0,1,0,0
6189,0.15,281,0,0,1,0,1
3619,0.99,270,0,0,1,0,0
655,0.77,232,0,0,0,1,0
8241,0.85,167,0,0,1,0,0
10286,0.54,190,0,0,0,1,0
8098,0.98,204,0,0,1,0,0
11099,0.61,142,0,1,0,0,0
14137,0.78,168,0,0,1,0,0
486,0.38,135,0,0,1,0,0
11242,0.6,191,0,1,0,0,0
623,0.36,146,0,0,0,1,0
6820,0.91,189,0,0,1,0,0
399,0.1,250,0,0,1,0,1
10080,0.54,218,0,0,0,1,0
5294,0.35,268,0,0,1,0,1
6086,0.15,284,0,0,1,0,1
6337,0.32,180,0,0,1,0,1
4255,0.76,156,0,1,0,0,0
8498,0.98,179,0,0,0,1,0
7313,0.31,169,0,0,1,0,1
10971,0.8,263,0,0,0,1,0
8734,0.86,241,0,0,1,0,0
6725,0.66,278,0,0,0,1,0
3286,0.88,257,0,0,1,0,0
14272,0.11,308,0,0,0,1,1
3486,0.85,228,0,0,1,0,0
3908,0.7,159,0,0,1,0,0
293,0.11,308,0,0,1,0,1
13813,0.59,162,0,1,0,0,0
7379,0.98,189,0,1,0,0,0
13154,0.91,150,0,0,0,1,0
1251,0.43,151,0,0,1,0,0
9183,0.77,196,0,0,1,0,0
6124,0.52,179,0,1,0,0,0
12874,0.54,244,0,0,0,1,0
3746,0.91,167,0,0,0,1,0
135,0.31,133,0,0,1,0,0
5241,0.88,274,0,0,0,1,0
13204,0.8,161,0,0,1,0,0
338,0.39,142,0,0,0,1,0
4073,0.5,164,0,0,0,1,0
2487,0.82,285,0,0,0,1,0
10661,0.49,246,0,0,0,1,0
8237,0.59,143,0,0,1,0,0
13974,0.59,138,0,0,1,0,0
10577,0.16,197,0,0,1,0,1
11731,0.77,134,1,0,1,0,0
4772,0.58,146,0,0,0,1,0
61,0.11,308,0,0,0,1,1
11628,0.57,249,0,0,0,1,0
13426,0.52,261,1,0,1,0,0
4048,0.54,138,0,0,0,1,0
3559,0.15,265,0,0,1,0,1
8317,0.93,140,0,1,0,0,0
5139,0.58,255,0,0,0,1,0
1542,0.44,128,0,0,0,1,0
7417,0.2,212,0,1,0,0,0
5940,0.7,248,0,0,0,1,0
525,0.41,150,0,0,1,0,0
517,0.09,309,0,0,1,0,1
7891,0.57,164,0,0,1,0,0
738,0.11,257,0,0,0,1,1
8804,0.78,194,0,0,0,1,0
1244,0.1,280,0,0,0,1,1
11880,0.92,179,0,0,1,0,0
9316,0.77,187,0,0,1,0,0
5565,0.84,261,0,0,1,0,0
11075,0.82,239,0,0,0,1,0
4447,0.71,248,0,0,1,0,0
6961,0.65,160,0,0,1,0,0
261,0.82,263,0,0,0,1,0
14710,0.89,181,0,0,0,1,0
7829,0.88,189,0,0,0,1,0
7861,0.92,149,0,0,1,0,0
1518,0.89,274,0,0,0,1,0
1265,0.1,285,0,0,1,0,1
1207,0.81,237,0,0,0,1,0
11229,0.63,186,0,0,1,0,0
3321,0.99,197,0,0,1,0,0
11723,0.54,156,0,0,0,1,0
943,0.81,235,0,0,1,0,0
954,0.4,131,0,0,1,0,0
11752,0.78,209,0,0,0,1,0
2009,0.74,268,0,0,1,0,0
11273,0.51,102,1,0,0,1,0
13414,0.48,162,0,1,0,0,0
6941,0.7,236,0,0,0,1,0
5135,0.61,222,0,0,0,1,0
12554,0.43,150,0,0,1,0,0
9098,0.96,228,0,0,1,0,0
11395,0.54,249,0,1,0,0,0
9709,0.59,274,0,1,0,0,0
4523,0.69,215,0,0,1,0,0
5643,0.56,239,0,0,1,0,0
5754,0.78,177,0,0,0,1,0
11111,0.94,204,0,0,1,0,0
1519,0.4,131,0,0,0,1,0
2305,0.91,97,0,0,1,0,0
1052,0.37,129,0,0,0,1,0
12722,0.44,130,0,0,1,0,0
6144,0.96,193,0,0,0,1,0
4163,0.63,242,0,1,0,0,0
3172,0.75,230,0,0,0,1,0
3886,0.72,164,0,0,0,1,0
12196,0.27,278,0,0,1,0,1
13711,0.49,192,0,0,1,0,0
5423,0.94,176,0,0,1,0,0
9517,0.95,201,0,0,1,0,0
12857,0.53,241,0,0,1,0,0
12799,0.81,213,0,0,0,1,0
7189,0.35,156,0,0,0,1,0
8323,0.39,261,0,0,1,0,0
6117,0.9,268,0,0,1,0,0
13401,0.28,97,0,0,1,0,1
2106,0.86,242,0,0,1,0,0
1848,0.78,274,0,0,1,0,0
9056,0.74,189,0,0,1,0,0
12507,0.39,158,0,0,1,0,0
9166,0.84,98,0,0,1,0,0
4692,0.48,113,0,0,0,1,0
13137,0.77,189,0,0,1,0,0
12864,0.94,273,0,0,1,0,0
14208,0.85,185,1,1,0,0,0
1908,0.83,237,0,0,0,1,0
114,0.84,234,0,0,0,1,0
246,0.37,159,0,0,1,0,0
11383,0.86,153,0,0,1,0,0
4919,0.55,217,0,0,1,0,0
6316,0.78,155,0,0,1,0,0
4612,0.48,121,0,0,1,0,0
12923,0.96,166,0,0,0,1,0
13060,0.61,156,0,0,1,0,0
747,0.43,130,0,0,1,0,0
6256,0.82,173,0,0,1,0,0
2664,0.85,202,0,0,1,0,0
12117,0.11,251,0,0,1,0,1
6386,0.86,197,0,0,1,0,0
4621,0.34,141,0,0,0,1,0
7960,0.85,236,0,0,1,0,0
1051,0.09,261,0,0,0,1,1
11727,0.88,222,1,0,0,1,0
8485,0.7,154,0,0,1,0,0
10120,0.49,232,0,0,0,1,0
6093,0.7,143,0,1,0,0,0
8658,0.74,226,0,0,0,1,0
10540,0.69,174,0,0,1,0,0
13723,0.59,203,0,0,0,1,0
